NamaProduk,NamaWilayah,Tanggal,Jumlah,TotalPenjualan,Negara
Lamp,Kuala Lumpur,6/21/2024,6,372636,Malaysia
Lamp,Kuala Lumpur,6/21/2024,6,372636,Malaysia
Lamp,Kuala Lumpur,6/21/2024,6,372636,Malaysia
Stove,Denpasar,7/16/2024,6,395328,Indonesia
Stove,Denpasar,7/16/2024,6,395328,Indonesia
Stove,Denpasar,7/16/2024,6,395328,Indonesia
Stove,Denpasar,7/16/2024,6,395328,Indonesia
Stove,Denpasar,7/16/2024,6,395328,Indonesia
Stove,Denpasar,7/16/2024,6,395328,Indonesia
Heater,Bandung,8/25/2024,10,317740,Indonesia
Heater,Bandung,8/25/2024,10,317740,Indonesia
Hair Dryer,Alor Setar,1/7/2024,7,92484,Malaysia
Hair Dryer,Alor Setar,1/7/2024,7,92484,Malaysia
Hair Dryer,Alor Setar,1/7/2024,7,92484,Malaysia
Electric Kettle,Balikpapan,12/22/2023,9,173340,Indonesia
Electric Kettle,Balikpapan,12/22/2023,9,173340,Indonesia
Electric Kettle,Balikpapan,12/22/2023,9,173340,Indonesia
Electric Kettle,Balikpapan,12/22/2023,9,173340,Indonesia
Dishwasher,Alor Setar,3/16/2023,4,95292,Malaysia
Dishwasher,Alor Setar,3/16/2023,4,95292,Malaysia
Dishwasher,Alor Setar,3/16/2023,4,95292,Malaysia
Air Purifier,Johor Bahru,8/28/2023,8,417800,Malaysia
Air Purifier,Johor Bahru,8/28/2023,8,417800,Malaysia
Heater,Yogyakarta,10/9/2024,1,87971,Indonesia
Heater,Yogyakarta,10/9/2024,1,87971,Indonesia
Heater,Yogyakarta,10/9/2024,1,87971,Indonesia
Heater,Yogyakarta,10/9/2024,1,87971,Indonesia
Chair,West Region,7/30/2024,6,245352,Singapura
Chair,West Region,7/30/2024,6,245352,Singapura
Chair,West Region,7/30/2024,6,245352,Singapura
Chair,West Region,7/30/2024,6,245352,Singapura
Chair,West Region,7/30/2024,6,245352,Singapura
Chair,West Region,7/30/2024,6,245352,Singapura
Chair,West Region,7/30/2024,6,245352,Singapura
Chair,West Region,7/30/2024,6,245352,Singapura
Refrigerator,North Region,10/14/2023,20,1864360,Singapura
Refrigerator,North Region,10/14/2023,20,1864360,Singapura
Refrigerator,North Region,10/14/2023,20,1864360,Singapura
Refrigerator,North Region,10/14/2023,20,1864360,Singapura
Refrigerator,North Region,10/14/2023,20,1864360,Singapura
Blender,Jakarta,5/21/2024,15,231675,Indonesia
Blender,Jakarta,5/21/2024,15,231675,Indonesia
Blender,Jakarta,5/21/2024,15,231675,Indonesia
Blender,Jakarta,5/21/2024,15,231675,Indonesia
Blender,Jakarta,5/21/2024,15,231675,Indonesia
Heater,West Region,3/14/2023,7,98518,Singapura
Heater,West Region,3/14/2023,7,98518,Singapura
Heater,West Region,3/14/2023,7,98518,Singapura
Heater,West Region,3/14/2023,7,98518,Singapura
Heater,West Region,3/14/2023,7,98518,Singapura
Heater,West Region,3/14/2023,7,98518,Singapura
Heater,West Region,3/14/2023,7,98518,Singapura
Heater,West Region,3/14/2023,7,98518,Singapura
Vacuum Cleaner,Kuching,3/1/2024,18,950958,Malaysia
Vacuum Cleaner,Kuching,3/1/2024,18,950958,Malaysia
Vacuum Cleaner,Kuching,3/1/2024,18,950958,Malaysia
Vacuum Cleaner,Kuching,3/1/2024,18,950958,Malaysia
Washing Machine,West Region,11/18/2023,5,421310,Singapura
Washing Machine,West Region,11/18/2023,5,421310,Singapura
Washing Machine,West Region,11/18/2023,5,421310,Singapura
Washing Machine,West Region,11/18/2023,5,421310,Singapura
Washing Machine,West Region,11/18/2023,5,421310,Singapura
Washing Machine,West Region,11/18/2023,5,421310,Singapura
Washing Machine,West Region,11/18/2023,5,421310,Singapura
Washing Machine,West Region,11/18/2023,5,421310,Singapura
Heater,Ipoh,7/30/2024,15,858660,Malaysia
Heater,Ipoh,7/30/2024,15,858660,Malaysia
Heater,Ipoh,7/30/2024,15,858660,Malaysia
Heater,Ipoh,7/30/2024,15,858660,Malaysia
Heater,Ipoh,7/30/2024,15,858660,Malaysia
Blender,Shah Alam,7/24/2023,18,528102,Malaysia
Blender,Shah Alam,7/24/2023,18,528102,Malaysia
Blender,Medan,3/5/2024,6,584670,Indonesia
Blender,Medan,3/5/2024,6,584670,Indonesia
Blender,Medan,3/5/2024,6,584670,Indonesia
Blender,Medan,3/5/2024,6,584670,Indonesia
Blender,Medan,3/5/2024,6,584670,Indonesia
Fan,North-East Region,2/21/2024,10,126070,Singapura
Fan,North-East Region,2/21/2024,10,126070,Singapura
Fan,North-East Region,2/21/2024,10,126070,Singapura
Fan,North-East Region,2/21/2024,10,126070,Singapura
Fan,North-East Region,2/21/2024,10,126070,Singapura
Fan,North-East Region,2/21/2024,10,126070,Singapura
Fan,North-East Region,2/21/2024,10,126070,Singapura
Fan,North-East Region,2/21/2024,10,126070,Singapura
Fan,North-East Region,2/21/2024,10,126070,Singapura
Fan,North-East Region,2/21/2024,10,126070,Singapura
Rice Cooker,Jakarta,7/9/2024,14,340256,Indonesia
Rice Cooker,Jakarta,7/9/2024,14,340256,Indonesia
Rice Cooker,Jakarta,7/9/2024,14,340256,Indonesia
Rice Cooker,Jakarta,7/9/2024,14,340256,Indonesia
Rice Cooker,Jakarta,7/9/2024,14,340256,Indonesia
Hair Dryer,Central Region,2/19/2024,8,240816,Singapura
Hair Dryer,Central Region,2/19/2024,8,240816,Singapura
Hair Dryer,Central Region,2/19/2024,8,240816,Singapura
Hair Dryer,Central Region,2/19/2024,8,240816,Singapura
Hair Dryer,Central Region,2/19/2024,8,240816,Singapura
Hair Dryer,Central Region,2/19/2024,8,240816,Singapura
Iron,George Town,9/12/2023,16,812144,Malaysia
Iron,George Town,9/12/2023,16,812144,Malaysia
Iron,George Town,9/12/2023,16,812144,Malaysia
Iron,George Town,9/12/2023,16,812144,Malaysia
Iron,Medan,10/24/2023,20,1711860,Indonesia
Iron,Medan,10/24/2023,20,1711860,Indonesia
Iron,Medan,10/24/2023,20,1711860,Indonesia
Iron,Medan,10/24/2023,20,1711860,Indonesia
Iron,Medan,10/24/2023,20,1711860,Indonesia
Refrigerator,Jakarta,12/16/2023,2,167554,Indonesia
Refrigerator,Jakarta,12/16/2023,2,167554,Indonesia
Refrigerator,Jakarta,12/16/2023,2,167554,Indonesia
Refrigerator,Jakarta,12/16/2023,2,167554,Indonesia
Refrigerator,Jakarta,12/16/2023,2,167554,Indonesia
Stove,Alor Setar,2/21/2023,11,731192,Malaysia
Stove,Alor Setar,2/21/2023,11,731192,Malaysia
Stove,Alor Setar,2/21/2023,11,731192,Malaysia
Refrigerator,Ipoh,11/13/2023,15,319305,Malaysia
Refrigerator,Ipoh,11/13/2023,15,319305,Malaysia
Refrigerator,Ipoh,11/13/2023,15,319305,Malaysia
Refrigerator,Ipoh,11/13/2023,15,319305,Malaysia
Refrigerator,Ipoh,11/13/2023,15,319305,Malaysia
Sofa,Jakarta,7/3/2024,17,381140,Indonesia
Sofa,Jakarta,7/3/2024,17,381140,Indonesia
Sofa,Jakarta,7/3/2024,17,381140,Indonesia
Sofa,Jakarta,7/3/2024,17,381140,Indonesia
Sofa,Jakarta,7/3/2024,17,381140,Indonesia
Sofa,Kuching,12/23/2023,13,225563,Malaysia
Sofa,Kuching,12/23/2023,13,225563,Malaysia
Sofa,Kuching,12/23/2023,13,225563,Malaysia
Sofa,Kuching,12/23/2023,13,225563,Malaysia
Dishwasher,Melaka,11/14/2023,7,363776,Malaysia
Washing Machine,West Region,8/25/2024,6,519498,Singapura
Washing Machine,West Region,8/25/2024,6,519498,Singapura
Washing Machine,West Region,8/25/2024,6,519498,Singapura
Washing Machine,West Region,8/25/2024,6,519498,Singapura
Washing Machine,West Region,8/25/2024,6,519498,Singapura
Washing Machine,West Region,8/25/2024,6,519498,Singapura
Washing Machine,West Region,8/25/2024,6,519498,Singapura
Washing Machine,West Region,8/25/2024,6,519498,Singapura
Electric Kettle,Kuching,1/22/2023,9,263628,Malaysia
Electric Kettle,Kuching,1/22/2023,9,263628,Malaysia
Electric Kettle,Kuching,1/22/2023,9,263628,Malaysia
Electric Kettle,Kuching,1/22/2023,9,263628,Malaysia
Table,Medan,1/20/2024,4,379464,Indonesia
Table,Medan,1/20/2024,4,379464,Indonesia
Table,Medan,1/20/2024,4,379464,Indonesia
Table,Medan,1/20/2024,4,379464,Indonesia
Table,Medan,1/20/2024,4,379464,Indonesia
Curtains,Kuantan,9/12/2024,5,478550,Malaysia
Curtains,Kuantan,9/12/2024,5,478550,Malaysia
Curtains,Kuantan,9/12/2024,5,478550,Malaysia
Heater,Bandung,4/1/2024,14,1385202,Indonesia
Heater,Bandung,4/1/2024,14,1385202,Indonesia
Grill,Jakarta,6/2/2023,6,481416,Indonesia
Grill,Jakarta,6/2/2023,6,481416,Indonesia
Grill,Jakarta,6/2/2023,6,481416,Indonesia
Grill,Jakarta,6/2/2023,6,481416,Indonesia
Grill,Jakarta,6/2/2023,6,481416,Indonesia
Refrigerator,North-East Region,11/4/2023,11,234157,Singapura
Refrigerator,North-East Region,11/4/2023,11,234157,Singapura
Refrigerator,North-East Region,11/4/2023,11,234157,Singapura
Refrigerator,North-East Region,11/4/2023,11,234157,Singapura
Refrigerator,North-East Region,11/4/2023,11,234157,Singapura
Refrigerator,North-East Region,11/4/2023,11,234157,Singapura
Refrigerator,North-East Region,11/4/2023,11,234157,Singapura
Refrigerator,North-East Region,11/4/2023,11,234157,Singapura
Refrigerator,North-East Region,11/4/2023,11,234157,Singapura
Refrigerator,North-East Region,11/4/2023,11,234157,Singapura
Blender,Jakarta,10/15/2023,4,150332,Indonesia
Blender,Jakarta,10/15/2023,4,150332,Indonesia
Blender,Jakarta,10/15/2023,4,150332,Indonesia
Blender,Jakarta,10/15/2023,4,150332,Indonesia
Blender,Jakarta,10/15/2023,4,150332,Indonesia
Electric Kettle,Jakarta,6/1/2024,5,98450,Indonesia
Electric Kettle,Jakarta,6/1/2024,5,98450,Indonesia
Electric Kettle,Jakarta,6/1/2024,5,98450,Indonesia
Electric Kettle,Jakarta,6/1/2024,5,98450,Indonesia
Electric Kettle,Jakarta,6/1/2024,5,98450,Indonesia
Mixer,Semarang,8/22/2024,7,537719,Indonesia
Mixer,Semarang,8/22/2024,7,537719,Indonesia
Mixer,Semarang,8/22/2024,7,537719,Indonesia
Mixer,Semarang,8/22/2024,7,537719,Indonesia
Mixer,Semarang,8/22/2024,7,537719,Indonesia
Grill,North Region,9/2/2024,3,24072,Singapura
Grill,North Region,9/2/2024,3,24072,Singapura
Grill,North Region,9/2/2024,3,24072,Singapura
Grill,North Region,9/2/2024,3,24072,Singapura
Grill,North Region,9/2/2024,3,24072,Singapura
Coffee Maker,Kuantan,6/13/2023,3,233433,Malaysia
Coffee Maker,Kuantan,6/13/2023,3,233433,Malaysia
Coffee Maker,Kuantan,6/13/2023,3,233433,Malaysia
Carpet,Ipoh,1/19/2024,5,310500,Malaysia
Carpet,Ipoh,1/19/2024,5,310500,Malaysia
Carpet,Ipoh,1/19/2024,5,310500,Malaysia
Carpet,Ipoh,1/19/2024,5,310500,Malaysia
Carpet,Ipoh,1/19/2024,5,310500,Malaysia
Hair Dryer,Ipoh,4/26/2024,3,193680,Malaysia
Hair Dryer,Ipoh,4/26/2024,3,193680,Malaysia
Hair Dryer,Ipoh,4/26/2024,3,193680,Malaysia
Hair Dryer,Ipoh,4/26/2024,3,193680,Malaysia
Hair Dryer,Ipoh,4/26/2024,3,193680,Malaysia
Coffee Maker,Johor Bahru,8/9/2023,4,369192,Malaysia
Coffee Maker,Johor Bahru,8/9/2023,4,369192,Malaysia
Mixer,Denpasar,7/31/2024,6,594156,Indonesia
Mixer,Denpasar,7/31/2024,6,594156,Indonesia
Mixer,Denpasar,7/31/2024,6,594156,Indonesia
Mixer,Denpasar,7/31/2024,6,594156,Indonesia
Mixer,Denpasar,7/31/2024,6,594156,Indonesia
Mixer,Denpasar,7/31/2024,6,594156,Indonesia
Carpet,Central Region,5/27/2024,15,1370625,Singapura
Carpet,Central Region,5/27/2024,15,1370625,Singapura
Carpet,Central Region,5/27/2024,15,1370625,Singapura
Carpet,Central Region,5/27/2024,15,1370625,Singapura
Carpet,Central Region,5/27/2024,15,1370625,Singapura
Carpet,Central Region,5/27/2024,15,1370625,Singapura
Vacuum Cleaner,Makassar,2/17/2023,12,1059120,Indonesia
Vacuum Cleaner,Makassar,2/17/2023,12,1059120,Indonesia
Grill,Medan,9/27/2024,14,346934,Indonesia
Grill,Medan,9/27/2024,14,346934,Indonesia
Grill,Medan,9/27/2024,14,346934,Indonesia
Grill,Medan,9/27/2024,14,346934,Indonesia
Grill,Medan,9/27/2024,14,346934,Indonesia
Table,West Region,8/29/2023,16,230000,Singapura
Table,West Region,8/29/2023,16,230000,Singapura
Table,West Region,8/29/2023,16,230000,Singapura
Table,West Region,8/29/2023,16,230000,Singapura
Table,West Region,8/29/2023,16,230000,Singapura
Table,West Region,8/29/2023,16,230000,Singapura
Table,West Region,8/29/2023,16,230000,Singapura
Table,West Region,8/29/2023,16,230000,Singapura
Carpet,North-East Region,11/15/2023,13,446823,Singapura
Carpet,North-East Region,11/15/2023,13,446823,Singapura
Carpet,North-East Region,11/15/2023,13,446823,Singapura
Carpet,North-East Region,11/15/2023,13,446823,Singapura
Carpet,North-East Region,11/15/2023,13,446823,Singapura
Carpet,North-East Region,11/15/2023,13,446823,Singapura
Carpet,North-East Region,11/15/2023,13,446823,Singapura
Carpet,North-East Region,11/15/2023,13,446823,Singapura
Carpet,North-East Region,11/15/2023,13,446823,Singapura
Carpet,North-East Region,11/15/2023,13,446823,Singapura
Chair,Balikpapan,3/8/2023,19,421952,Indonesia
Chair,Balikpapan,3/8/2023,19,421952,Indonesia
Chair,Balikpapan,3/8/2023,19,421952,Indonesia
Chair,Balikpapan,3/8/2023,19,421952,Indonesia
Chair,Balikpapan,6/29/2024,6,237906,Indonesia
Chair,Balikpapan,6/29/2024,6,237906,Indonesia
Chair,Balikpapan,6/29/2024,6,237906,Indonesia
Chair,Balikpapan,6/29/2024,6,237906,Indonesia
Iron,Denpasar,1/26/2023,9,415386,Indonesia
Iron,Denpasar,1/26/2023,9,415386,Indonesia
Iron,Denpasar,1/26/2023,9,415386,Indonesia
Iron,Denpasar,1/26/2023,9,415386,Indonesia
Iron,Denpasar,1/26/2023,9,415386,Indonesia
Iron,Denpasar,1/26/2023,9,415386,Indonesia
Electric Kettle,Semarang,9/10/2023,7,520821,Indonesia
Electric Kettle,Semarang,9/10/2023,7,520821,Indonesia
Electric Kettle,Semarang,9/10/2023,7,520821,Indonesia
Electric Kettle,Semarang,9/10/2023,7,520821,Indonesia
Electric Kettle,Semarang,9/10/2023,7,520821,Indonesia
Carpet,East Region,2/13/2024,16,891696,Singapura
Carpet,East Region,2/13/2024,16,891696,Singapura
Carpet,East Region,2/13/2024,16,891696,Singapura
Carpet,East Region,2/13/2024,16,891696,Singapura
Carpet,East Region,2/13/2024,16,891696,Singapura
Rice Cooker,Alor Setar,11/24/2023,9,412920,Malaysia
Rice Cooker,Alor Setar,11/24/2023,9,412920,Malaysia
Rice Cooker,Alor Setar,11/24/2023,9,412920,Malaysia
Rice Cooker,East Region,8/27/2024,2,169778,Singapura
Rice Cooker,East Region,8/27/2024,2,169778,Singapura
Rice Cooker,East Region,8/27/2024,2,169778,Singapura
Rice Cooker,East Region,8/27/2024,2,169778,Singapura
Rice Cooker,East Region,8/27/2024,2,169778,Singapura
Carpet,Denpasar,4/27/2023,14,227500,Indonesia
Carpet,Denpasar,4/27/2023,14,227500,Indonesia
Carpet,Denpasar,4/27/2023,14,227500,Indonesia
Carpet,Denpasar,4/27/2023,14,227500,Indonesia
Carpet,Denpasar,4/27/2023,14,227500,Indonesia
Carpet,Denpasar,4/27/2023,14,227500,Indonesia
Table,West Region,6/4/2023,16,759600,Singapura
Table,West Region,6/4/2023,16,759600,Singapura
Table,West Region,6/4/2023,16,759600,Singapura
Table,West Region,6/4/2023,16,759600,Singapura
Table,West Region,6/4/2023,16,759600,Singapura
Table,West Region,6/4/2023,16,759600,Singapura
Table,West Region,6/4/2023,16,759600,Singapura
Table,West Region,6/4/2023,16,759600,Singapura
Washing Machine,Jakarta,8/19/2024,2,187228,Indonesia
Washing Machine,Jakarta,8/19/2024,2,187228,Indonesia
Washing Machine,Jakarta,8/19/2024,2,187228,Indonesia
Washing Machine,Jakarta,8/19/2024,2,187228,Indonesia
Washing Machine,Jakarta,8/19/2024,2,187228,Indonesia
Refrigerator,Surabaya,10/2/2023,12,134088,Indonesia
Air Purifier,North-East Region,4/7/2024,9,569817,Singapura
Air Purifier,North-East Region,4/7/2024,9,569817,Singapura
Air Purifier,North-East Region,4/7/2024,9,569817,Singapura
Air Purifier,North-East Region,4/7/2024,9,569817,Singapura
Air Purifier,North-East Region,4/7/2024,9,569817,Singapura
Air Purifier,North-East Region,4/7/2024,9,569817,Singapura
Air Purifier,North-East Region,4/7/2024,9,569817,Singapura
Air Purifier,North-East Region,4/7/2024,9,569817,Singapura
Air Purifier,North-East Region,4/7/2024,9,569817,Singapura
Air Purifier,North-East Region,4/7/2024,9,569817,Singapura
Toaster,East Region,7/11/2024,13,1042600,Singapura
Toaster,East Region,7/11/2024,13,1042600,Singapura
Toaster,East Region,7/11/2024,13,1042600,Singapura
Toaster,East Region,7/11/2024,13,1042600,Singapura
Toaster,East Region,7/11/2024,13,1042600,Singapura
Dishwasher,North-East Region,9/14/2024,9,826389,Singapura
Dishwasher,North-East Region,9/14/2024,9,826389,Singapura
Dishwasher,North-East Region,9/14/2024,9,826389,Singapura
Dishwasher,North-East Region,9/14/2024,9,826389,Singapura
Dishwasher,North-East Region,9/14/2024,9,826389,Singapura
Dishwasher,North-East Region,9/14/2024,9,826389,Singapura
Dishwasher,North-East Region,9/14/2024,9,826389,Singapura
Dishwasher,North-East Region,9/14/2024,9,826389,Singapura
Dishwasher,North-East Region,9/14/2024,9,826389,Singapura
Dishwasher,North-East Region,9/14/2024,9,826389,Singapura
Coffee Maker,North-East Region,8/29/2024,20,366540,Singapura
Coffee Maker,North-East Region,8/29/2024,20,366540,Singapura
Coffee Maker,North-East Region,8/29/2024,20,366540,Singapura
Coffee Maker,North-East Region,8/29/2024,20,366540,Singapura
Coffee Maker,North-East Region,8/29/2024,20,366540,Singapura
Coffee Maker,North-East Region,8/29/2024,20,366540,Singapura
Coffee Maker,North-East Region,8/29/2024,20,366540,Singapura
Coffee Maker,North-East Region,8/29/2024,20,366540,Singapura
Coffee Maker,North-East Region,8/29/2024,20,366540,Singapura
Coffee Maker,North-East Region,8/29/2024,20,366540,Singapura
Refrigerator,North-East Region,11/3/2023,1,24868,Singapura
Refrigerator,North-East Region,11/3/2023,1,24868,Singapura
Refrigerator,North-East Region,11/3/2023,1,24868,Singapura
Refrigerator,North-East Region,11/3/2023,1,24868,Singapura
Refrigerator,North-East Region,11/3/2023,1,24868,Singapura
Refrigerator,North-East Region,11/3/2023,1,24868,Singapura
Refrigerator,North-East Region,11/3/2023,1,24868,Singapura
Refrigerator,North-East Region,11/3/2023,1,24868,Singapura
Refrigerator,North-East Region,11/3/2023,1,24868,Singapura
Refrigerator,North-East Region,11/3/2023,1,24868,Singapura
Carpet,Medan,2/27/2024,1,55731,Indonesia
Carpet,Medan,2/27/2024,1,55731,Indonesia
Carpet,Medan,2/27/2024,1,55731,Indonesia
Carpet,Medan,2/27/2024,1,55731,Indonesia
Carpet,Medan,2/27/2024,1,55731,Indonesia
Curtains,North-East Region,8/30/2023,15,206415,Singapura
Curtains,North-East Region,8/30/2023,15,206415,Singapura
Curtains,North-East Region,8/30/2023,15,206415,Singapura
Curtains,North-East Region,8/30/2023,15,206415,Singapura
Curtains,North-East Region,8/30/2023,15,206415,Singapura
Curtains,North-East Region,8/30/2023,15,206415,Singapura
Curtains,North-East Region,8/30/2023,15,206415,Singapura
Curtains,North-East Region,8/30/2023,15,206415,Singapura
Curtains,North-East Region,8/30/2023,15,206415,Singapura
Curtains,North-East Region,8/30/2023,15,206415,Singapura
Sofa,Denpasar,9/5/2024,11,400488,Indonesia
Sofa,Denpasar,9/5/2024,11,400488,Indonesia
Sofa,Denpasar,9/5/2024,11,400488,Indonesia
Sofa,Denpasar,9/5/2024,11,400488,Indonesia
Sofa,Denpasar,9/5/2024,11,400488,Indonesia
Sofa,Denpasar,9/5/2024,11,400488,Indonesia
Toaster,West Region,5/5/2024,4,182812,Singapura
Toaster,West Region,5/5/2024,4,182812,Singapura
Toaster,West Region,5/5/2024,4,182812,Singapura
Toaster,West Region,5/5/2024,4,182812,Singapura
Toaster,West Region,5/5/2024,4,182812,Singapura
Toaster,West Region,5/5/2024,4,182812,Singapura
Toaster,West Region,5/5/2024,4,182812,Singapura
Toaster,West Region,5/5/2024,4,182812,Singapura
Refrigerator,Palembang,11/18/2023,15,319305,Indonesia
Curtains,Bandung,7/3/2023,19,1066983,Indonesia
Curtains,Bandung,7/3/2023,19,1066983,Indonesia
Water Dispenser,Denpasar,1/31/2024,5,236310,Indonesia
Water Dispenser,Denpasar,1/31/2024,5,236310,Indonesia
Water Dispenser,Denpasar,1/31/2024,5,236310,Indonesia
Water Dispenser,Denpasar,1/31/2024,5,236310,Indonesia
Water Dispenser,Denpasar,1/31/2024,5,236310,Indonesia
Water Dispenser,Denpasar,1/31/2024,5,236310,Indonesia
Air Purifier,Alor Setar,1/16/2024,7,527688,Malaysia
Air Purifier,Alor Setar,1/16/2024,7,527688,Malaysia
Air Purifier,Alor Setar,1/16/2024,7,527688,Malaysia
Water Dispenser,North-East Region,9/21/2024,3,138420,Singapura
Water Dispenser,North-East Region,9/21/2024,3,138420,Singapura
Water Dispenser,North-East Region,9/21/2024,3,138420,Singapura
Water Dispenser,North-East Region,9/21/2024,3,138420,Singapura
Water Dispenser,North-East Region,9/21/2024,3,138420,Singapura
Water Dispenser,North-East Region,9/21/2024,3,138420,Singapura
Water Dispenser,North-East Region,9/21/2024,3,138420,Singapura
Water Dispenser,North-East Region,9/21/2024,3,138420,Singapura
Water Dispenser,North-East Region,9/21/2024,3,138420,Singapura
Water Dispenser,North-East Region,9/21/2024,3,138420,Singapura
Heater,Bandung,8/13/2023,11,180114,Indonesia
Heater,Bandung,8/13/2023,11,180114,Indonesia
Microwave Oven,West Region,7/17/2024,20,950160,Singapura
Microwave Oven,West Region,7/17/2024,20,950160,Singapura
Microwave Oven,West Region,7/17/2024,20,950160,Singapura
Microwave Oven,West Region,7/17/2024,20,950160,Singapura
Microwave Oven,West Region,7/17/2024,20,950160,Singapura
Microwave Oven,West Region,7/17/2024,20,950160,Singapura
Microwave Oven,West Region,7/17/2024,20,950160,Singapura
Microwave Oven,West Region,7/17/2024,20,950160,Singapura
Coffee Maker,North-East Region,7/4/2023,20,366540,Singapura
Coffee Maker,North-East Region,7/4/2023,20,366540,Singapura
Coffee Maker,North-East Region,7/4/2023,20,366540,Singapura
Coffee Maker,North-East Region,7/4/2023,20,366540,Singapura
